sno,header,title,titleUrl,subtitles,time,products,activityControls,description
8393,YouTube,"Watched Why Are 3,500 Crores Of The 'Nirbhaya Fund' Still Unutilized After 8 Years?, Asks Anand Ranganathan",https://www.youtube.com/watch?v=wrn_7iuv3So,"[{'name': 'TIMES NOW', 'url': 'https://www.youtube.com/channel/UC6RJ7-PaXg6TIH2BzZfTV7w'}]",2022-09-01T16:20:27.443Z,['YouTube'],['YouTube watch history'],
8394,YouTube,Watched 10 Facts About Prophet Muhammad #Shorts,https://www.youtube.com/watch?v=VellarTxj0E,"[{'name': 'Apostate Prophet', 'url': 'https://www.youtube.com/channel/UCzREuchzOqiawpEpvEM0Tyg'}]",2022-09-01T11:00:09.141Z,['YouTube'],['YouTube watch history'],
8395,YouTube,Watched Sambit Patraaa funny debate 🤣😁 #india #shortvideo #shorts #bjp #sambitpatra #congress,https://www.youtube.com/watch?v=w_LB0iSHp0E,"[{'name': 'Know Indian Politics with Ashish', 'url': 'https://www.youtube.com/channel/UCfCgl7nO48pkupPsdvvE9sA'}]",2022-09-01T11:00:08.405Z,['YouTube'],['YouTube watch history'],
8396,YouTube,"Watched ""That's NOT NORMAL"" - Bill Maher || discussion on BURQA with SAM HARRIS #shorts #religion",https://www.youtube.com/watch?v=1SUwg7DJf3c,"[{'name': 'ALPHA Philosophy', 'url': 'https://www.youtube.com/channel/UCaIUdx8HvDZfGHu6LDd6IpQ'}]",2022-09-01T10:58:10.341Z,['YouTube'],['YouTube watch history'],
8397,YouTube,Watched https://www.youtube.com/watch?v=BZt2r7qS9R8,https://www.youtube.com/watch?v=BZt2r7qS9R8,,2022-09-01T10:57:07.382Z,['YouTube'],['YouTube watch history'],
8398,YouTube,Watched ये है MLA प्रदीप यादव का महिला रिपोर्टर के साथ रवैया,https://www.youtube.com/watch?v=S_aiMmmUiVk,"[{'name': '22SCOPE', 'url': 'https://www.youtube.com/channel/UCek3LlIFd8fXxErGNwpBdLQ'}]",2022-09-01T10:57:02.832Z,['YouTube'],['YouTube watch history'],
8399,YouTube,Watched Vijay Prashard on Europe's colonial mindset #shorts,https://www.youtube.com/watch?v=qORkWWnOrEs,"[{'name': 'Hustle With Yash', 'url': 'https://www.youtube.com/channel/UCTjFxEdR5h_YSC1R0HWHPaw'}]",2022-09-01T10:56:59.939Z,['YouTube'],['YouTube watch history'],
8400,YouTube,Watched a video that has been removed,,,2022-09-01T10:56:55.236Z,['YouTube'],['YouTube watch history'],
8401,YouTube,Watched Pakistani Public Reaction on Tata Evision Car in Rs 25 Lac #shorts,https://www.youtube.com/watch?v=4Mxut3HQUbc,"[{'name': 'News One Minute', 'url': 'https://www.youtube.com/channel/UCgUTEmpK5iIofq2Bk3MNAvg'}]",2022-09-01T10:55:51.526Z,['YouTube'],['YouTube watch history'],
8402,YouTube,"Watched ""Are you an ATHEIST?""- Mehdi Hasan asks Prof. Richard Dawkins #shorts #atheism #religion",https://www.youtube.com/watch?v=_oPZJ_PQd2w,"[{'name': 'ALPHA Philosophy', 'url': 'https://www.youtube.com/channel/UCaIUdx8HvDZfGHu6LDd6IpQ'}]",2022-09-01T10:55:12.049Z,['YouTube'],['YouTube watch history'],
8403,YouTube,Watched Gravitas: Inside China's operation to weaken Taiwan,https://www.youtube.com/watch?v=WTn8G4oSQiE,"[{'name': 'WION', 'url': 'https://www.youtube.com/channel/UC_gUM8rL-Lrg6O3adPW9K1g'}]",2022-09-01T10:54:10.328Z,['YouTube'],['YouTube watch history'],
8404,YouTube,Watched https://www.youtube.com/watch?v=2ZPfrjmWuzM,https://www.youtube.com/watch?v=2ZPfrjmWuzM,,2022-09-01T10:53:05.978Z,['YouTube'],['YouTube watch history'],
8405,YouTube,Watched Rap@sts are not Afraid of Law | Justice for Ankita Singh | #AnkitaSingh,https://www.youtube.com/watch?v=R1HnYOX7Jq8,"[{'name': 'Siksharthakam', 'url': 'https://www.youtube.com/channel/UCze70Wozmq_2VzhrNbziSgg'}]",2022-09-01T10:52:08.687Z,['YouTube'],['YouTube watch history'],
8406,YouTube,Watched Searching For Sheela | Official Trailer | Ma Anand Sheela | Netflix India,https://www.youtube.com/watch?v=9LGrzIRR6Hc,"[{'name': 'Netflix India', 'url': 'https://www.youtube.com/channel/UCZSNzBgFub_WWil6TOTYwAg'}]",2022-09-01T09:48:04.338Z,['YouTube'],['YouTube watch history'],
8407,YouTube,Watched Automate with Python – Full Course for Beginners,https://www.youtube.com/watch?v=PXMJ6FS7llk,"[{'name': 'freeCodeCamp.org', 'url': 'https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ'}]",2022-09-01T09:25:39.404Z,['YouTube'],['YouTube watch history'],
8408,YouTube,Watched https://www.youtube.com/watch?v=O6UnDImipE0,https://www.youtube.com/watch?v=O6UnDImipE0,,2022-09-01T09:10:27.277Z,['YouTube'],['YouTube watch history'],
8409,YouTube,Watched Maili Chadar Odh Ke |मैली चादरओढ़ के|Hindi Bhajan|Sarojini Ghosh,https://www.youtube.com/watch?v=i1HAgleFmG0,"[{'name': 'Sarojini Ghosh Music', 'url': 'https://www.youtube.com/channel/UC9Miyn1XoRg3MZKWoCSkKUQ'}]",2022-09-01T09:06:07.604Z,['YouTube'],['YouTube watch history'],
8410,YouTube,Watched भारत के गौरवमय इतिहास को पुनर्जीवित करना होगा | श्री अमित शाह | #SangamTalks,https://www.youtube.com/watch?v=VJrlzMMIE08,"[{'name': 'Sangam Talks', 'url': 'https://www.youtube.com/channel/UC3nhAUpe7aBm1rFCBgoWWcA'}]",2022-09-01T09:02:08.117Z,['YouTube'],['YouTube watch history'],
8411,YouTube,"Watched India Offers Aid To Flood-Hit Pak | PM Shahbaz Refuses, Rakes Up Kashmir | NewsX",https://www.youtube.com/watch?v=5a6XQ7kS7Tk,"[{'name': 'NewsX', 'url': 'https://www.youtube.com/channel/UCytSP0M0Jdnw6qIy3Y-nTig'}]",2022-09-01T08:54:02.661Z,['YouTube'],['YouTube watch history'],
8412,YouTube,"Watched Breaking News : Kapil Mishra का बड़ा दावा, 'मनीष सिसोदिया का करीबी गवाह बनने को तैयार'",https://www.youtube.com/watch?v=bzkO1h5vd1Y,"[{'name': 'Republic Bharat', 'url': 'https://www.youtube.com/channel/UC7wXt18f2iA3EDXeqAVuKng'}]",2022-09-01T08:49:54.604Z,['YouTube'],['YouTube watch history'],
8413,YouTube,Watched अमेरिका के गली मुहल्ले और फुटपाथ की दुकानें/Car show Main Street Of Vancouver Washington,https://www.youtube.com/watch?v=Q48mGRGEaiU,"[{'name': 'RAJAN SINGH', 'url': 'https://www.youtube.com/channel/UCA0CNLj5ca8U1qCx39wUVZg'}]",2022-09-01T08:49:16.563Z,['YouTube'],['YouTube watch history'],
8414,YouTube,Watched Gravitas: US announces largest military package yet for Ukraine,https://www.youtube.com/watch?v=Su5w5kjxGHw,"[{'name': 'WION', 'url': 'https://www.youtube.com/channel/UC_gUM8rL-Lrg6O3adPW9K1g'}]",2022-09-01T08:48:48.457Z,['YouTube'],['YouTube watch history'],
8415,YouTube,Watched India's Longest Bridge देखकर हैरान हो जाएँगे आप | Drone Views Of Dhola Sadiya Bridge | 4K l Way4U,https://www.youtube.com/watch?v=lgc3Gb4BwHw,"[{'name': 'Way4U', 'url': 'https://www.youtube.com/channel/UCk5hKoREliAXeP6LVrkx6WA'}]",2022-09-01T08:44:40.995Z,['YouTube'],['YouTube watch history'],
8416,YouTube,Watched Raphael Pierzina - Kickstarting projects with Cookiecutter,https://www.youtube.com/watch?v=nExL0SgKsDY,"[{'name': 'PyData', 'url': 'https://www.youtube.com/channel/UCOjD18EJYcsBog4IozkF_7w'}]",2022-09-01T07:58:52.810Z,['YouTube'],['YouTube watch history'],
8417,YouTube,Watched Course Trailer: Using and Mastering Cookiecutter,https://www.youtube.com/watch?v=96fpONwXjGA,"[{'name': 'Talk Python', 'url': 'https://www.youtube.com/channel/UCKPSmMfDsXTKrCZApukcJ7A'}]",2022-09-01T07:55:53.630Z,['YouTube'],['YouTube watch history'],
8418,YouTube,Watched Introduction to Kedro training with Joel Schwarzmann,https://www.youtube.com/watch?v=NU7LmDZGb6E,"[{'name': 'QuantumBlack', 'url': 'https://www.youtube.com/channel/UCExRhZr4Gkm-HumtMZBEeVg'}]",2022-09-01T07:31:47.822Z,['YouTube'],['YouTube watch history'],
8419,YouTube,Watched How to setup PyCharm with Kedro - Writing Data Pipelines with Kedro 20,https://www.youtube.com/watch?v=MCV-OVMKwxI,"[{'name': 'DataEngineerOne', 'url': 'https://www.youtube.com/channel/UC-mKLvIP3q-vufrxMtj17FA'}]",2022-09-01T07:02:31.186Z,['YouTube'],['YouTube watch history'],
8420,YouTube,Watched Investigating a Kedro Pipeline - Writing Data Pipelines with Kedro 2,https://www.youtube.com/watch?v=9IAd9YqKzWE,"[{'name': 'DataEngineerOne', 'url': 'https://www.youtube.com/channel/UC-mKLvIP3q-vufrxMtj17FA'}]",2022-09-01T06:02:17.110Z,['YouTube'],['YouTube watch history'],
8421,YouTube,Watched The reality of Partition of India 1947 #partitionofindia #thehinducafe #hindu #shorts #sanatan,https://www.youtube.com/watch?v=_tAUnsunOLE,"[{'name': 'द Hindu Cafe', 'url': 'https://www.youtube.com/channel/UC3d3X9S8v_k7DVdUIpV2hMw'}]",2022-09-01T05:26:47.690Z,['YouTube'],['YouTube watch history'],
8422,YouTube,Watched Indian reporter DESTROYS American professor - Drops TRUTH BOMBS!,https://www.youtube.com/watch?v=f5BNdvaQzEA,"[{'name': 'Learn with ESOLARIOUS', 'url': 'https://www.youtube.com/channel/UCarVBJO2mIE7xi_wt-nF0Ag'}]",2022-09-01T05:25:28.148Z,['YouTube'],['YouTube watch history'],
8423,YouTube,"Watched करवा ली ना बेईजत्ती 🤨🤦, मिल गई कलेजे को ठंडक 🥶 😂😂😂",https://www.youtube.com/watch?v=uUxTE0ohdEE,"[{'name': 'MrBunny', 'url': 'https://www.youtube.com/channel/UCfxTMH80-KWmkUsTSCe7b1w'}]",2022-09-01T05:25:27.742Z,['YouTube'],['YouTube watch history'],
8424,YouTube,Watched ये आग कब बुझेगी | Satya Sanatan Ankur Arya Shorts,https://www.youtube.com/watch?v=b24xyqVvSXg,"[{'name': 'सत्य सनातन Satya Sanatan', 'url': 'https://www.youtube.com/channel/UCAAkERuVmC4ogCMBaUupn5w'}]",2022-09-01T05:25:00.470Z,['YouTube'],['YouTube watch history'],
8425,YouTube,Watched Save Soil reached Indian Embassy Bahrain,https://www.youtube.com/watch?v=qePLrPTK4rc,"[{'name': 'Life INSIGHTS', 'url': 'https://www.youtube.com/channel/UCa6yZvUTUPreiTh-33BjY5A'}]",2022-09-01T05:24:25.160Z,['YouTube'],['YouTube watch history'],
8426,YouTube,Watched https://www.youtube.com/watch?v=j3Hl2ZrPjOA,https://www.youtube.com/watch?v=j3Hl2ZrPjOA,,2022-09-01T05:22:19.457Z,['YouTube'],['YouTube watch history'],
8427,YouTube,Watched Introduction to Data Pipelines and Kedro - Writing Data Pipelines With Kedro 1,https://www.youtube.com/watch?v=rf8yBHsDOj4,"[{'name': 'DataEngineerOne', 'url': 'https://www.youtube.com/channel/UC-mKLvIP3q-vufrxMtj17FA'}]",2022-09-01T05:16:02.787Z,['YouTube'],['YouTube watch history'],
8428,YouTube,Watched Naam Japan Kyun Chhod Diya - Anup Jalota | Best Hindi Bhajans | JUKEBOX | Popular Bhajans,https://www.youtube.com/watch?v=x-3u1r_fHRE,"[{'name': 'Ishtar Devotional', 'url': 'https://www.youtube.com/channel/UC5xZ5UGbYUp5q6jwmdXy8Aw'}]",2022-09-01T04:35:01.843Z,['YouTube'],['YouTube watch history'],
8429,YouTube,Watched Lata Mangeshkar की कोयल जैसी आवाज़ में ईश्वर के भक्ति गीत । मेरे भगवान । Mere Bhagwan | Film Bhajans,https://www.youtube.com/watch?v=kePeSIbEw7U,"[{'name': 'Saregama Bhakti', 'url': 'https://www.youtube.com/channel/UC6vQRTCxutg6fJLUGkDKynQ'}]",2022-09-01T04:26:39.001Z,['YouTube'],['YouTube watch history'],
8430,YouTube,Watched Deepanjali : Nirgun Bhajans | Hari Om & Nandini Sharan | Best Hindi Devotional Songs,https://www.youtube.com/watch?v=GcKmm_x5TLU,"[{'name': 'Ishtar Devotional', 'url': 'https://www.youtube.com/channel/UC5xZ5UGbYUp5q6jwmdXy8Aw'}]",2022-09-01T03:26:13.351Z,['YouTube'],['YouTube watch history'],
8431,YouTube,"Watched 'Party Who Came Up With 'Hindu Terror', 'Saffron Terror', Cried Bucket At Batla House' : Shivshankar",https://www.youtube.com/watch?v=8AJdr5xnnl0,"[{'name': 'TIMES NOW', 'url': 'https://www.youtube.com/channel/UC6RJ7-PaXg6TIH2BzZfTV7w'}]",2022-09-01T03:24:41.776Z,['YouTube'],['YouTube watch history'],
8432,YouTube,Watched Is reality real? These neuroscientists don’t think so | Big Think,https://www.youtube.com/watch?v=RZdfE_7cde0,"[{'name': 'Big Think', 'url': 'https://www.youtube.com/channel/UCvQECJukTDE2i6aCoMnS-Vg'}]",2022-09-01T03:22:38.714Z,['YouTube'],['YouTube watch history'],
8433,YouTube,"Watched Ankita के परिवार से मिलने Dumka पहुंचा BJP प्रतिनिधिमंडल, Manoj Tiwari भी हैं मौजूद | Jharkhand News",https://www.youtube.com/watch?v=EGYqPswrrOs,"[{'name': 'TIMES NOW Navbharat', 'url': 'https://www.youtube.com/channel/UCMk9Tdc-d1BIcAFaSppiVkw'}]",2022-09-01T03:21:56.790Z,['YouTube'],['YouTube watch history'],
8434,YouTube,Watched Rana Ayyub Targets Ganesh Chaturthi - Calls it Sickness | Sanjay Dixit,https://www.youtube.com/watch?v=SzCIzdcW5IM,"[{'name': 'The Jaipur Dialogues', 'url': 'https://www.youtube.com/channel/UCZjxPbi3AeB6YGKCfQ2TroQ'}]",2022-09-01T03:21:38.319Z,['YouTube'],['YouTube watch history'],
8435,YouTube,Watched Ganga घाटों पर छाती तक पहुँचा पानी | Patna में रौद्र होते जा रही है गंगा डेंजर Level से ऊपर | Way4U,https://www.youtube.com/watch?v=64Plb6v71mQ,"[{'name': 'Way4U', 'url': 'https://www.youtube.com/channel/UCk5hKoREliAXeP6LVrkx6WA'}]",2022-09-01T03:19:29.089Z,['YouTube'],['YouTube watch history'],
8436,YouTube,Watched Patna Marine Drive के दोनो तरफ Ganga लबालब | घर बार छोड़ मरीन ड्राइव पर लोगों का बसेरा | Way4U,https://www.youtube.com/watch?v=bvn_ZcWoP5A,"[{'name': 'Way4U', 'url': 'https://www.youtube.com/channel/UCk5hKoREliAXeP6LVrkx6WA'}]",2022-09-01T03:15:53.043Z,['YouTube'],['YouTube watch history'],
8437,YouTube,Watched हैरान मत होइए Water Fall नही है ये Rajgir पहुंचने लगा गंगाजल | Way4U,https://www.youtube.com/watch?v=EcD9DIihfuA,"[{'name': 'Way4U', 'url': 'https://www.youtube.com/channel/UCk5hKoREliAXeP6LVrkx6WA'}]",2022-09-01T03:10:42.706Z,['YouTube'],['YouTube watch history'],
8438,YouTube,Watched LIVE | बुधवार भक्ति : जय राधा माधव जय कुंज बिहारी | श्री कृष्ण वंदना | JAGJIT SINGH | NONSTOP,https://www.youtube.com/watch?v=Ce5Frw1JS8U,"[{'name': 'Saregama Bhakti', 'url': 'https://www.youtube.com/channel/UC6vQRTCxutg6fJLUGkDKynQ'}]",2022-09-01T03:07:07.316Z,['YouTube'],['YouTube watch history'],
8439,YouTube,"Watched Why Is The State After State Only Hindu Community Being Attacked? :Asks, Tushar Gupta, Journalist",https://www.youtube.com/watch?v=SUtvwZoO_kE,"[{'name': 'TIMES NOW', 'url': 'https://www.youtube.com/channel/UC6RJ7-PaXg6TIH2BzZfTV7w'}]",2022-09-01T03:05:31.557Z,['YouTube'],['YouTube watch history'],
8440,YouTube,"Watched Role of Police in Ankita Case | Jharkhand | SP Vaid, Sanjay Dixit",https://www.youtube.com/watch?v=CvnATQZbiWQ,"[{'name': 'The Jaipur Dialogues', 'url': 'https://www.youtube.com/channel/UCZjxPbi3AeB6YGKCfQ2TroQ'}]",2022-08-31T17:00:49.938Z,['YouTube'],['YouTube watch history'],
8441,YouTube,Watched https://www.youtube.com/watch?v=T0ZWpPdfok4,https://www.youtube.com/watch?v=T0ZWpPdfok4,,2022-08-31T16:55:14.360Z,['YouTube'],['YouTube watch history'],
8442,YouTube,Watched Angkor Wat (Full Episode) | Access 360 World Heritage,https://www.youtube.com/watch?v=C5jpbwizxBs,"[{'name': 'National Geographic', 'url': 'https://www.youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A'}]",2022-08-31T14:00:47.506Z,['YouTube'],['YouTube watch history'],
8443,YouTube,Watched Machine Learning with Apache Beam,https://www.youtube.com/watch?v=TURQ1O8fn0k,"[{'name': 'Google Open Source', 'url': 'https://www.youtube.com/channel/UC7BjFZywGHiqWdEF7SnQ7hQ'}]",2022-08-31T12:33:06.838Z,['YouTube'],['YouTube watch history'],
8444,YouTube,Watched https://www.youtube.com/watch?v=alMs8g9b9bs,https://www.youtube.com/watch?v=alMs8g9b9bs,,2022-08-31T12:02:01.863Z,['YouTube'],['YouTube watch history'],
8445,YouTube,Watched How To Think About God's Existence | Episode 701 | Closer To Truth,https://www.youtube.com/watch?v=WTjQkGQno6g,"[{'name': 'Closer To Truth', 'url': 'https://www.youtube.com/channel/UCl9StMQ79LtEvlrskzjoYbQ'}]",2022-08-31T11:33:59.448Z,['YouTube'],['YouTube watch history'],
8446,YouTube,Watched DevOps Full Course | DevOps Tutorial For Beginners | DevOps Training | Intellipaat,https://www.youtube.com/watch?v=sBygTzyYWJg,"[{'name': 'Intellipaat', 'url': 'https://www.youtube.com/channel/UCCktnahuRFYIBtNnKT5IYyg'}]",2022-08-31T11:33:38.877Z,['YouTube'],['YouTube watch history'],
8447,YouTube,Watched What's the Far Future of Intelligence in the Universe? | Episode 213 | Closer To Truth,https://www.youtube.com/watch?v=0WTvi7JB9CM,"[{'name': 'Closer To Truth', 'url': 'https://www.youtube.com/channel/UCl9StMQ79LtEvlrskzjoYbQ'}]",2022-08-31T11:33:35.915Z,['YouTube'],['YouTube watch history'],
8448,YouTube,Watched Why does the universe exist? | Jim Holt,https://www.youtube.com/watch?v=zORUUqJd81M,"[{'name': 'TED', 'url': 'https://www.youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug'}]",2022-08-31T11:33:34.204Z,['YouTube'],['YouTube watch history'],
8449,YouTube,Watched Dr. James Beacham – What's outside the universe? | The Conference 2019,https://www.youtube.com/watch?v=GxghuChsQPo,"[{'name': 'The Conference / Media Evolution', 'url': 'https://www.youtube.com/channel/UC_xe66-lPOqvdclcQZJeDRA'}]",2022-08-31T11:33:31.376Z,['YouTube'],['YouTube watch history'],
8450,YouTube,Watched What does i^i = ?,https://www.youtube.com/watch?v=9tlHQOKMHGA,"[{'name': 'Stand-up Maths', 'url': 'https://www.youtube.com/channel/UCSju5G2aFaWMqn-_0YBtq5A'}]",2022-08-31T11:33:29.611Z,['YouTube'],['YouTube watch history'],
8451,YouTube,Watched The A4 Paper Puzzle,https://www.youtube.com/watch?v=SOgn6J12NWE,"[{'name': 'Stand-up Maths', 'url': 'https://www.youtube.com/channel/UCSju5G2aFaWMqn-_0YBtq5A'}]",2022-08-31T11:33:17.684Z,['YouTube'],['YouTube watch history'],
8452,YouTube,"Watched Ramanujan, 1729 and Fermat's Last Theorem",https://www.youtube.com/watch?v=_o0cIpLQApk,"[{'name': 'Stand-up Maths', 'url': 'https://www.youtube.com/channel/UCSju5G2aFaWMqn-_0YBtq5A'}]",2022-08-31T11:33:08.267Z,['YouTube'],['YouTube watch history'],
8453,YouTube,"Watched Why Does Ramanujan, ""The Man Who Knew Infinity,"" Matter? - Professor Ken Ono",https://www.youtube.com/watch?v=7ynhiZJUMzA,"[{'name': 'University of Alabama Libraries', 'url': 'https://www.youtube.com/channel/UCsDuwCJv5oDvrPNQnNVbfUQ'}]",2022-08-31T11:33:05.839Z,['YouTube'],['YouTube watch history'],
8454,YouTube,Watched How did Ramanujan solve the STRAND puzzle?,https://www.youtube.com/watch?v=V2BybLCmUzs,"[{'name': 'Mathologer', 'url': 'https://www.youtube.com/channel/UC1_uAIS3r8Vu6JjXWvastJg'}]",2022-08-31T11:33:02.730Z,['YouTube'],['YouTube watch history'],
8455,YouTube,Watched What is Gravity? | Wondrium Perspectives,https://www.youtube.com/watch?v=qyxx7hzmwj0,"[{'name': 'Wondrium', 'url': 'https://www.youtube.com/channel/UC-98P1HknuXGxDYNwlxsKwQ'}]",2022-08-31T11:32:46.852Z,['YouTube'],['YouTube watch history'],
8456,YouTube,Watched Gravitas: Dead woman 'addresses' mourners at her own memorial service,https://www.youtube.com/watch?v=PLcNFtrf8Tw,"[{'name': 'WION', 'url': 'https://www.youtube.com/channel/UC_gUM8rL-Lrg6O3adPW9K1g'}]",2022-08-31T11:22:18.417Z,['YouTube'],['YouTube watch history'],
8457,YouTube,Watched More trouble mounts for Manish Sisodia; After 'Liquor' and 'Classroomgate this is the new case,https://www.youtube.com/watch?v=S7U7k1K8aVA,"[{'name': 'TIMES NOW', 'url': 'https://www.youtube.com/channel/UC6RJ7-PaXg6TIH2BzZfTV7w'}]",2022-08-31T11:18:07.119Z,['YouTube'],['YouTube watch history'],
8458,YouTube Music,Watched महान गायिका लता मंगेशकर जी की याद में सुपरहिट भजन ~ एक राधा एक मीरा ~ सनोज सागर ~ रामध्यान गुप्ता,https://www.youtube.com/watch?v=jCBTtr0F_Ho,"[{'name': 'Tabla Ramdhyan Gupta', 'url': 'https://www.youtube.com/channel/UCtMjw8QRGgPXNPWlLvxG6Jw'}]",2022-08-31T11:10:40.931Z,['YouTube'],['YouTube watch history'],
8459,YouTube Music,"Watched Mangalkarak Maha Ganpati Stotram with lyrics |  मंगलकारक महा गणपति स्तोत्रम | Priyanka, Swapnaja",https://www.youtube.com/watch?v=nSCT_054jsE,"[{'name': 'Saregama Bhakti', 'url': 'https://www.youtube.com/channel/UC6vQRTCxutg6fJLUGkDKynQ'}]",2022-08-31T11:07:18.914Z,['YouTube'],['YouTube watch history'],
8460,YouTube Music,Watched Laxman Sa Bhai Ho [Full Song] I Janme Awadh Mein Ram,https://www.youtube.com/watch?v=gVy4cbeyU-4,"[{'name': 'T-Series Bhakti Sagar', 'url': 'https://www.youtube.com/channel/UCaayLD9i5x4MmIoVZxXSv_g'}]",2022-08-31T11:03:33.226Z,['YouTube'],['YouTube watch history'],
8461,YouTube Music,Watched हम नहिं जेबइ दोसर ठाम हे जगदंबे मैय्या (भगवती गीत) मैथिली ठाकुर,https://www.youtube.com/watch?v=Bn993PX04LU,"[{'name': 'Maithili Thakur', 'url': 'https://www.youtube.com/channel/UCiiHohivUjxQr4zspF1ZUJw'}]",2022-08-31T10:58:03.030Z,['YouTube'],['YouTube watch history'],
8462,YouTube Music,Watched || निर्गुण भजन || संसार ने जब ठुकराया | Sansar Ne Jab Thukraya | Hari OM Sharan | Devotional Bhajan,https://www.youtube.com/watch?v=dUUFkIwaA_c,"[{'name': 'Saregama Bhakti', 'url': 'https://www.youtube.com/channel/UC6vQRTCxutg6fJLUGkDKynQ'}]",2022-08-31T10:55:22.008Z,['YouTube'],['YouTube watch history'],
8463,YouTube,Watched Introduction to Apache Mahout,https://www.youtube.com/watch?v=WB9zr0IZCPQ,"[{'name': 'BTI360', 'url': 'https://www.youtube.com/channel/UCXOThDQobPsnQjnfUPTF-Jg'}]",2022-08-31T10:48:17.265Z,['YouTube'],['YouTube watch history'],
8464,YouTube Music,Watched Shri Krishna Govind Hare Murari | Ravindra Jain's Krishna Bhajans,https://www.youtube.com/watch?v=YutkSde3F3k,"[{'name': 'Ravindra Jain', 'url': 'https://www.youtube.com/channel/UChLWeK7DIKl2CfGNRwwUUyA'}]",2022-08-31T10:47:42.991Z,['YouTube'],['YouTube watch history'],
8465,YouTube Music,Watched Tune Kaun Se Punya Kiye Radhe [Full Song] Gokul Ka Chhora,https://www.youtube.com/watch?v=GPnUJUX_JJo,"[{'name': 'T-Series Bhakti Sagar', 'url': 'https://www.youtube.com/channel/UCaayLD9i5x4MmIoVZxXSv_g'}]",2022-08-31T10:43:41.001Z,['YouTube'],['YouTube watch history'],
8466,YouTube Music,Watched उठ जाग मुसाफिर भोर भई अब  रैन कहा जो सोवत है : सत्संगी भजन :Uth Jaag Musafir Bhor Bhai,https://www.youtube.com/watch?v=wdlgEi2tHk0,"[{'name': 'Brijwani Cassettes', 'url': 'https://www.youtube.com/channel/UC3I9sVAwgX9VPzFabbQd8rw'}]",2022-08-31T10:36:56.977Z,['YouTube'],['YouTube watch history'],
8467,YouTube Music,Watched Mat kar tu abhimaan|मत कर तू अभिमान |Video Covered By Sarojini Ghosh|Anup Jalota,https://www.youtube.com/watch?v=cV_0rsl1R0I,"[{'name': 'Sarojini Ghosh Music', 'url': 'https://www.youtube.com/channel/UC9Miyn1XoRg3MZKWoCSkKUQ'}]",2022-08-31T10:31:14.017Z,['YouTube'],['YouTube watch history'],
8468,YouTube,Watched What Is KNIME?,https://www.youtube.com/watch?v=Pom9AuI9yg4,"[{'name': 'KNIME Tutorials', 'url': 'https://www.youtube.com/channel/UC7eg0c-KXFxq2gLz-I9t77w'}]",2022-08-31T10:25:10.392Z,['YouTube'],['YouTube watch history'],
8469,YouTube,Watched Epicenter Hosts – Is the Ethereum Roadmap the Right Path for Eth Holders? #454,https://www.youtube.com/watch?v=GdKXyMW_TjI,"[{'name': 'Epicenter Podcast', 'url': 'https://www.youtube.com/channel/UCh-0T48JrvvmKDX41aWB_Vg'}]",2022-08-31T10:22:31.656Z,['YouTube'],['YouTube watch history'],
8470,YouTube Music,Watched Jai Radha Madhav Mahamantra with lyrics | जय राधा माधव महामंत्र | Jagjit Singh | Krishna Bhajan,https://www.youtube.com/watch?v=MrXAYKTiFVs,"[{'name': 'Saregama Bhakti', 'url': 'https://www.youtube.com/channel/UC6vQRTCxutg6fJLUGkDKynQ'}]",2022-08-31T10:12:54.433Z,['YouTube'],['YouTube watch history'],
8471,YouTube Music,"Watched A.R. Rahman - O Paalanhaare (From ""Lagaan"")",https://www.youtube.com/watch?v=kbMinfmC3E0,"[{'name': 'SonyMusicIndiaVEVO', 'url': 'https://www.youtube.com/channel/UC3MLnJtqc_phABBriLRhtgQ'}]",2022-08-31T10:07:50.477Z,['YouTube'],['YouTube watch history'],
8472,YouTube Music,Watched Ram Naam Sukhdaai I Ram Bhajan I TRIPTI SHAKYA I Ram Naam Laddu Gopal Naam Ghee I Full HD Video,https://www.youtube.com/watch?v=EfbVsIP68-w,"[{'name': 'T-Series Bhakti Sagar', 'url': 'https://www.youtube.com/channel/UCaayLD9i5x4MmIoVZxXSv_g'}]",2022-08-31T10:01:23.383Z,['YouTube'],['YouTube watch history'],
8473,YouTube Music,"Watched नमामीशमीशाननिर्वाणरूपम् - Shiva Rudrashtakam Mantra- Maithili Thakur, Rishav Thakur, Ayachi Thakur",https://www.youtube.com/watch?v=sMZdPOsfhCo,"[{'name': 'Maithili Thakur', 'url': 'https://www.youtube.com/channel/UCiiHohivUjxQr4zspF1ZUJw'}]",2022-08-31T09:53:58.431Z,['YouTube'],['YouTube watch history'],
8474,YouTube Music,Watched Shri Krishna Govind Hare Murare | Kaushiki Chakraborty Desikan | Video Song | Devotional Song 2021,https://www.youtube.com/watch?v=ltUMK-X81oY,"[{'name': 'N A Classical - Devotional', 'url': 'https://www.youtube.com/channel/UCkdBN1m6igMePynTXg3gUUg'}]",2022-08-31T09:48:30.738Z,['YouTube'],['YouTube watch history'],
